,id,ChannelName,ChannelValue,controllers,group,staff_type_name,keysig,defaultClef,longName,shortName,trackName,instrumentId,part_trackName,useDrumset,clef
bongos,bongos,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Bongos,Bon.,Bongos,drum.bongo,Bongos,1.0,PERC
congas,congas,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Congas,Con.,Congas,drum.conga,Congas,1.0,PERC
timbales,timbales,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Timbales,Timb.,Timbales,drum.timbale,Timbales,1.0,PERC
frame drum,frame-drum,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Frame Drum,Fr. Dr.,Frame Drum,drum.frame-drum,Frame Drum,1.0,PERC
automobile brake drums,automobile-brake-drums,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Automobile Brake Drums,Aut. Brk. Dr.,Automobile Brake Drums,metal.brake-drums,Automobile Brake Drums,1.0,PERC
slit drum,slit-drum,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Slit Drum,Slt. Dr.,Slit Drum,drum.slit-drum,Slit Drum,1.0,PERC
hi-hat,hi-hat,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Hi-hat,Hi-hat,Hi-hat,metal.hi-hat,Hi-hat,1.0,PERC
tam-tam,tam-tam,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Tam-Tam,Tam,Tam-Tam,metal.tamtam,Tam-Tam,1.0,PERC
sleigh bells,sleigh-bells,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Sleigh Bells,Sle. Be.,Sleigh Bells,metal.bells.sleigh-bells,Sleigh Bells,1.0,PERC
metal castanets,metal-castanets,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Metal Castanets,Met. Cst.,Metal Castanets,,Metal Castanets,1.0,PERC
iron pipes,iron-pipes,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Iron Pipes,Ir. Pi.,Iron Pipes,,Iron Pipes,1.0,PERC
chains,chains,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Chains,Chn.,Chains,,Chains,1.0,PERC
anvil,anvil,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Anvil,Anv.,Anvil,metal.anvil,Anvil,1.0,PERC
triangle,triangle,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Triangle,Trgl.,Triangle,metal.triangle,Triangle,1.0,PERC
cymbal,cymbal,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}, {'ctrl': '10', 'value': '60'}]]",percussion,perc1Line,0.0,PERC,Cymbal,Cym.,Cymbal,metal.cymbal.crash,Cymbal,1.0,PERC
ride cymbal,ride-cymbal,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Ride Cymbal,R. Cym.,Ride Cymbal,metal.cymbal.ride,Ride Cymbal,1.0,PERC
chinese cymbal,chinese-cymbal,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Chinese Cymbal,Ch. Cym.,Chinese Cymbal,metal.cymbal.chinese,Chinese Cymbal,1.0,PERC
crash cymbal,crash-cymbal,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Crash Cymbal,Cr. Cym.,Crash Cymbal,metal.cymbal.crash,Crash Cymbal,1.0,PERC
splash cymbal,splash-cymbal,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Splash Cymbal,Sp. Cym.,Splash Cymbal,metal.cymbal.splash,Splash Cymbal,1.0,PERC
cowbell,cowbell,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Cowbell,Cwb.,Cowbell,metal.bells.cowbell,Cowbell,1.0,PERC
thundersheet,thundersheet,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Thundersheet,Thu.,Thundersheet,metal.thundersheet,Thundersheet,1.0,PERC
metal wind chimes,metal-wind-chimes,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Metal Wind Chimes,Met. Wn Ch.,Metal Wind Chimes,metal.bells.wind-chimes,Metal Wind Chimes,1.0,PERC
wood blocks,wood-blocks,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Wood Blocks,Wd. Bl.,Wood Blocks,wood.wood-block,Wood Blocks,1.0,PERC
temple blocks,temple-blocks,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Temple Blocks,Tmp. Bl.,Temple Blocks,wood.temple-block,Temple Blocks,1.0,PERC
claves,claves,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Claves,Clv.,Claves,wood.claves,Claves,1.0,PERC
castanets,castanets,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Castanets,Cst.,Castanets,wood.castanets,Castanets,1.0,PERC
güiro,guiro,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Güiro,Gro.,Güiro,wood.guiro,Güiro,1.0,PERC
wooden wind chimes,wooden-wind-chimes,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Wooden Wind Chimes,Wd. Wn. Ch.,Wooden Wind Chimes,metal.bells.wind-chimes,Wooden Wind Chimes,1.0,PERC
bamboo wind chimes,bamboo-wind-chimes,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Bamboo Wind Chimes,Bam. Wn. Ch.,Bamboo Wind Chimes,metal.bells.wind-chimes,Bamboo Wind Chimes,1.0,PERC
maracas,maracas,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Maracas,Mrcs.,Maracas,rattle.maraca,Maracas,1.0,PERC
cabasa,cabasa,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Cabasa,Cabs.,Cabasa,rattle.cabasa,Cabasa,1.0,PERC
vibraslap,vibraslap,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Vibraslap,Vibslp.,Vibraslap,rattle.vibraslap,Vibraslap,1.0,PERC
whip,whip,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Whip,Wh.,Whip,effect.whip,Whip,1.0,PERC
ratchet,ratchet,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Ratchet,Rat.,Ratchet,rattle.ratchet,Ratchet,1.0,PERC
sandpaper blocks,sandpaper-blocks,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Sandpaper Blocks,Sa. Bl.,Sandpaper Blocks,wood.sand-block,Sandpaper Blocks,1.0,PERC
glass wind chimes,glass-wind-chimes,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Glass Wind Chimes,Gl. Wn Ch.,Glass Wind Chimes,metal.bells.wind-chimes,Glass Wind Chimes,1.0,PERC
shell wind chimes,shell-wind-chimes,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Shell Wind Chimes,Sh. Wn Ch.,Shell Wind Chimes,metal.bells.wind-chimes,Shell Wind Chimes,1.0,PERC
stones,stones,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Stones,Sto.,Stones,rattle.lava-stones,Stones,1.0,PERC
tambourine,tambourine,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Tambourine,Tamb.,Tambourine,drum.tambourine,Tambourine,1.0,PERC
percussion,percussion,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc5Line,0.0,PERC,Percussion,Perc.,Percussion,drum.group.set,Percussion,1.0,PERC
piano,piano,[None],[0],[[]],pitched,stdNormal,,,Piano,Pno.,Piano,keyboard.piano,Piano,,F
grand piano,grand-piano,[None],[0],[[]],pitched,stdNormal,,,Grand Piano,Pno.,Grand Piano,keyboard.piano.grand,Grand Piano,,F
upright piano,upright-piano,[None],[0],[[]],pitched,stdNormal,,,Upright Piano,Pno.,Upright Piano,keyboard.piano.upright,Upright Piano,,F
honky tonk piano,honky-tonk-piano,[None],[3],[[]],pitched,stdNormal,,,Honky Tonk Piano,Hnk. Pno.,Honky Tonk Piano,keyboard.piano.honky-tonk,Honky Tonk Piano,,F
toy piano,toy-piano,[None],[0],[[]],pitched,stdNormal,,,Toy Piano,Toy Pno.,Toy Piano,keyboard.piano.toy,Toy Piano,,F
clavichord,clavichord,[None],[7],[[]],pitched,stdNormal,,,Clavichord,Cch.,Clavichord,keyboard.clavichord,Clavichord,,F
harpsichord,harpsichord,[None],[6],[[]],pitched,stdNormal,,,Harpsichord,Hch.,Harpsichord,keyboard.harpsichord,Harpsichord,,F
virginal,virginal,[None],[6],[[]],pitched,stdNormal,,,Virginal,Vir.,Virginal,keyboard.virginal,Virginal,,F
celesta,celesta,[None],[8],[[]],pitched,stdNormal,,,Celesta,Cel.,Celesta,keyboard.celesta,Celesta,,
electric piano,electric-piano,[None],[4],[[]],pitched,stdNormal,,,Electric Piano,El. Pno.,Electric Piano,keyboard.piano.electric,Electric Piano,,F
clavinet,clavinet,[None],[7],[[]],pitched,stdNormal,,,Clavinet,Clav.,Clavinet,keyboard.clavichord.synth,Clavinet,,F
harp,harp,"[None, 'staccato', 'flageoletti']","[46, 45, 11]","[[], [], []]",pitched,stdNormal,,,Harp,Hrp.,Harp,pluck.harp,Harp,,F
organ,organ,[None],[19],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Organ,Org.,Organ,keyboard.organ,Organ,,F
percussive organ,percussive-organ,[None],[17],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Percussive Organ,Perc. Org.,Percussive Organ,keyboard.organ.percussive,Percussive Organ,,F
hammond organ,hammond-organ,[None],[16],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Hammond Organ,Hm. Org.,Hammond Organ,keyboard.organ.drawbar,Hammond Organ,,F
rotary organ,rotary-organ,[None],[18],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Rotary Organ,Rot. Org.,Rotary Organ,keyboard.organ.rotary,Rotary Organ,,F
pipe organ,pipe-organ,[None],[19],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Pipe Organ,Org.,Pipe Organ,keyboard.organ.pipe,Pipe Organ,,F
harmonium,harmonium,[None],[20],[[]],pitched,stdNormal,,,Harmonium,Harm.,Harmonium,keyboard.harmonium,Harmonium,,F
reed organ,reed-organ,[None],[20],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Reed Organ,Rd. Org.,Reed Organ,keyboard.organ.reed,Reed Organ,,F
atmosphere synthesizer,atmosphere-synth,[None],[99],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Atmosphere Synthesizer,Synth.,Atmosphere Synthesizer,synth.effects.atmosphere,Atmosphere Synthesizer,,F
brightness synthesizer,brightness-synth,[None],[100],[[]],pitched,stdNormal,,,Brightness Synthesizer,Synth.,Brightness Synthesizer,synth.effects.brightness,Brightness Synthesizer,,F
crystal synthesizer,crystal-synth,[None],[98],[[]],pitched,stdNormal,,,Crystal Synthesizer,Synth.,Crystal Synthesizer,synth.effects.crystal,Crystal Synthesizer,,F
echoes synthesizer,echoes-synth,[None],[102],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Echoes Synthesizer,Synth.,Echoes Synthesizer,synth.effects.echoes,Echoes Synthesizer,,F
goblins synthesizer,goblins-synth,[None],[101],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Goblins Synthesizer,Synth.,Goblins Synthesizer,synth.effects.goblins,Goblins Synthesizer,,F
rain synthesizer,rain-synth,[None],[96],[[]],pitched,stdNormal,,,Rain Synthesizer,Synth.,Rain Synthesizer,synth.effects.rain,Rain Synthesizer,,F
sci-fi synthesizer,sci-fi-synth,[None],[103],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Sci-fi Synthesizer,Synth.,Sci-fi Synthesizer,synth.effects.sci-fi,Sci-fi Synthesizer,,F
soundtrack synthesizer,soundtrack-synth,[None],[97],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Soundtrack Synthesizer,Synth.,Soundtrack Synthesizer,synth.effects.soundtrack,Soundtrack Synthesizer,,F
pad synthesizer,pad-synth,"['new age', 'warm', 'polysynth', 'choir', 'bowed', 'metallic', 'halo', 'sweep']","[88, 89, 90, 91, 92, 93, 94, 95]","[[], [{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Pad Synthesizer,Synth.,Pad Synthesizer,synth.pad,Pad Synthesizer,,F
new age synthesizer,new-age-synth,[None],[88],[[]],pitched,stdNormal,,,New Age Synthesizer,Synth.,New Age Synthesizer,synth.pad,New Age Synthesizer,,F
warm synthesizer,warm-synth,[None],[89],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Warm Synthesizer,Synth.,Warm Synthesizer,synth.pad.warm,Warm Synthesizer,,F
poly synthesizer,poly-synth,[None],[90],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Poly Synthesizer,Synth.,Poly Synthesizer,synth.pad.polysynth,Poly Synthesizer,,F
choir synthesizer,choir-synth,[None],[91],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Choir Synthesizer,Synth.,Choir Synthesizer,synth.pad.choir,Choir Synthesizer,,F
bowed synthesizer,bowed-synth,[None],[92],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Bowed Synthesizer,Synth.,Bowed Synthesizer,synth.pad.bowed,Bowed Synthesizer,,F
metallic synthesizer,metallic-synth,[None],[93],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Metallic Synthesizer,Synth.,Metallic Synthesizer,synth.pad.metallic,Metallic Synthesizer,,F
halo synthesizer,halo-synth,[None],[94],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Halo Synthesizer,Synth.,Halo Synthesizer,synth.pad.halo,Halo Synthesizer,,F
sweep synthesizer,sweep-synth,[None],[95],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Sweep Synthesizer,Synth.,Sweep Synthesizer,synth.pad.warm,Sweep Synthesizer,,F
saw synthesizer,saw-synth,[None],[81],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Saw Synthesizer,Synth.,Saw Synthesizer,synth.tone.sawtooth,Saw Synthesizer,,F
sine synthesizer,sine-synth,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Sine Synthesizer,Synth.,Sine Synthesizer,synth.tone.sine,Sine Synthesizer,,F
square synthesizer,square-synth,[None],[80],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Square Synthesizer,Synth.,Square Synthesizer,synth.tone.sine,Square Synthesizer,,F
ondes martenot,ondes-martenot,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Ondes Martenot,O.M.,Ondes Martenot,keyboard.ondes-martenot,Ondes Martenot,,F
mallet synthesizer,mallet-synthesizer,[None],[80],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Mallet Synthesizer,Mal. Syn.,Mallet Synthesizer,synth.group,Mallet Synthesizer,,F
bass synthesizer,bass-synthesizer,"['synth-bass-1', 'synth-bass-2']","[38, 39]","[[], []]",pitched,stdNormal,,,Bass Synthesizer,Synth.,Bass Synthesizer,pluck.bass.synth,Bass Synthesizer,,F
brass synthesizer,brass-synthesizer,"['synth-brass-1', 'synth-brass-2']","[62, 63]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Brass Synthesizer,Synth.,Brass Synthesizer,brass.group.synth,Brass Synthesizer,,F
string synthesizer,string-synthesizer,"['synth-string-1', 'synth-string-2']","[50, 51]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,String Synthesizer,Synth.,String Synthesizer,strings.group.synth,String Synthesizer,,F
theremin,theremin,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Theremin,Thmn.,Theremin,synth.theremin,Theremin,,F
percussion synthesizer,percussion-synthesizer,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Percussion Synthesizer,Perc. Syn.,Percussion Synthesizer,drum.tom-tom.synth,Percussion Synthesizer,1.0,PERC
banjo,banjo,[None],[105],[[]],pitched,stdNormal,,G8vb,Banjo,Bj.,Banjo,pluck.banjo,Banjo,,G8vb
banjo (tablature),banjo-tablature,[None],[105],[[]],tablature,tab5StrCommon,,G8vb,Banjo,Bj.,Banjo (Tablature),pluck.banjo,Banjo (Tablature),,G8vb
tenor banjo,tenor-banjo,[None],[105],[[]],pitched,stdNormal,,G8vb,Tenor Banjo,T. Bj.,Tenor Banjo,pluck.banjo.tenor,Tenor Banjo,,G8vb
irish tenor banjo,irish-tenor-banjo,[None],[105],[[]],pitched,stdNormal,,G8vb,Irish Tenor Banjo,ITB,Irish Tenor Banjo,pluck.banjo.tenor,Irish Tenor Banjo,,G8vb
irish tenor banjo (tablature),irish-tenor-banjo-tablature,[None],[105],[[]],tablature,tab4StrCommon,,G8vb,Irish Tenor Banjo,ITB,Irish Tenor Banjo (Tablature),pluck.banjo.tenor,Irish Tenor Banjo (Tablature),,G8vb
balalaika,balalaika,[None],[107],[[]],pitched,stdNormal,,,Balalaika,Bal.,Balalaika,pluck.balalaika,Balalaika,,
piccolo balalaika,balalaika-piccolo,[None],[107],[[]],pitched,stdNormal,,,Piccolo Balalaika,Pic. Bal.,Piccolo Balalaika,pluck.balalaika.piccolo,Piccolo Balalaika,,
prima balalaika,balalaika-prima,[None],[107],[[]],pitched,stdNormal,,,Prima Balalaika,Pr. Bal.,Prima Balalaika,pluck.balalaika.prima,Prima Balalaika,,
secunda balalaika,balalaika-secunda,[None],[107],[[]],pitched,stdNormal,,,Secunda Balalaika,Sec. Bal.,Secunda Balalaika,pluck.balalaika.secunda,Secunda Balalaika,,
alto balalaika,balalaika-alto,[None],[107],[[]],pitched,stdNormal,,G8vb,Alto Balalaika,Al. Bal.,Alto Balalaika,pluck.balalaika.alto,Alto Balalaika,,G8vb
bass balalaika,balalaika-bass,[None],[107],[[]],pitched,stdNormal,,F,Bass Balalaika,B. Bal.,Bass Balalaika,pluck.balalaika.bass,Bass Balalaika,,F
contrabass balalaika,balalaika-contrabass,[None],[107],[[]],pitched,stdNormal,,F8vb,Contrabass Balalaika,Cb. Bal.,Contrabass Balalaika,pluck.balalaika.contrabass,Contrabass Balalaika,,F8vb
bouzouki (3-course),bouzouki-3-course,[None],[25],"[[{'ctrl': '0', 'value': '0'}, {'ctrl': '32', 'value': '8'}]]",pitched,stdNormal,,,Bouzouki,Bou.,Bouzouki (3-course),pluck.bouzouki,Bouzouki (3-course),,
bouzouki (4-course),bouzouki-4-course,[None],[25],"[[{'ctrl': '0', 'value': '0'}, {'ctrl': '32', 'value': '8'}]]",pitched,stdNormal,,,Bouzouki,Bou.,Bouzouki (4-course),pluck.bouzouki,Bouzouki (4-course),,
cavaquinho,cavaquinho,[None],[25],[[]],pitched,stdNormal,,,Cavaquinho,Cava.,Cavaquinho,pluck.guitar,Cavaquinho,,
cavaquinho (tablature),cavaquinho-tablature,[None],[25],[[]],tablature,tab4StrSimple,,,Cavaquinho,Cava.,Cavaquinho (Tablature),pluck.guitar,Cavaquinho (Tablature),,
mandolin,mandolin,[None],[25],"[[{'ctrl': '0', 'value': '0'}, {'ctrl': '32', 'value': '16'}]]",pitched,stdNormal,,,Mandolin,Mdn.,Mandolin,pluck.mandolin,Mandolin,,
mandolin (tablature),mandolin-tablature,[None],[25],"[[{'ctrl': '0', 'value': '0'}, {'ctrl': '32', 'value': '16'}]]",tablature,tab4StrCommon,,,Mandolin,Mdn.,Mandolin (Tablature),pluck.mandolin,Mandolin (Tablature),,
alto mandola,alto-mandola,[None],[25],"[[{'ctrl': '0', 'value': '0'}, {'ctrl': '32', 'value': '16'}]]",pitched,stdNormal,,G8vb,Alto Mandola,A. Mda.,Alto Mandola,pluck.mandola,Alto Mandola,,G8vb
ukulele,ukulele,[None],[24],"[[{'ctrl': '0', 'value': '0'}, {'ctrl': '32', 'value': '8'}]]",pitched,stdNormal,,,Ukulele,Uk.,Ukulele,pluck.ukulele,Ukulele,,
ukulele (tablature),ukulele-4-str-tab,[None],[24],"[[{'ctrl': '0', 'value': '0'}, {'ctrl': '32', 'value': '8'}]]",tablature,tabUkulele,,,Ukulele,Uk.,Ukulele (Tablature),pluck.ukulele,Ukulele (Tablature),,
ukulele (low g),ukulele-low-g,[None],[24],"[[{'ctrl': '0', 'value': '0'}, {'ctrl': '32', 'value': '8'}]]",pitched,stdNormal,,,Ukulele (Low G),Uk.,Ukulele (Low G),pluck.ukulele,Ukulele (Low G),,
tenor ukulele,tenor-ukulele,[None],[24],"[[{'ctrl': '0', 'value': '0'}, {'ctrl': '32', 'value': '8'}]]",pitched,stdNormal,,,Tenor Ukulele,Ten. Uk.,Tenor Ukulele,pluck.ukulele.tenor,Tenor Ukulele,,
baritone ukulele,baritone-ukulele,[None],[24],"[[{'ctrl': '0', 'value': '0'}, {'ctrl': '32', 'value': '8'}]]",pitched,stdNormal,,G8vb,Baritone Ukulele,Bar. Uk.,Baritone Ukulele,pluck.ukulele.tenor,Baritone Ukulele,,G8vb
voice,voice,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Voice,Vo.,Voice,voice.vocals,Voice,,
boy soprano,boy-soprano,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Boy Soprano,B. S.,Boy Soprano,voice.child,Boy Soprano,,
soprano,soprano,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Soprano,S.,Soprano,voice.soprano,Soprano,,
soprano (c clef),soprano-c-clef,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,C1,Soprano,S.,Soprano (C Clef),voice.soprano,Soprano (C Clef),,C1
mezzo-soprano,mezzo-soprano,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Mezzo-soprano,Mzs.,Mezzo-soprano,voice.mezzo-soprano,Mezzo-soprano,,
mezzo-soprano (c clef),mezzo-soprano-c-clef,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,C2,Mezzo-soprano,Mzs.,Mezzo-soprano (C Clef),voice.mezzo-soprano,Mezzo-soprano (C Clef),,C2
alto,alto,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Alto,A.,Alto,voice.alto,Alto,,
alto (c clef),alto-c-clef,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,C3,Alto,A.,Alto (C Clef),voice.alto,Alto (C Clef),,C3
contralto,contralto,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Contralto,Contr.,Contralto,voice.alto,Contralto,,
countertenor,countertenor,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Countertenor,Ct.,Countertenor,voice.countertenor,Countertenor,,
tenor,tenor,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8vb,Tenor,T.,Tenor,voice.tenor,Tenor,,G8vb
tenor (c clef),tenor-c-clef,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,C4,Tenor,T.,Tenor (C Clef),voice.tenor,Tenor (C Clef),,C4
baritone,baritone,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Baritone,Bar.,Baritone,voice.baritone,Baritone,,F
baritone (c clef),baritone-c-clef,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,C5,Baritone,Bar.,Baritone (C Clef),voice.baritone,Baritone (C Clef),,C5
bass,bass,[None],[52],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Bass,B.,Bass,voice.bass,Bass,,F
women,women,"['Soprano', 'Alto']","[52, 52]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Women,W.,Women,voice.female,Women,,
men,men,"['Tenor', 'Bass']","[52, 52]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Men,M.,Men,voice.male,Men,,F
strings,strings,"['arco', 'pizzicato', 'tremolo']","[48, 45, 44]","[[{'ctrl': '32', 'value': '17'}], [], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Strings,St.,Strings,strings.group,Strings,,F
